500 26 1000
480 0.757248 -0.028899 0.439730
165 0.769187 0.316815 0.465571
530 0.590857 -0.152772 0.382229
98 0.721540 0.227086 0.697281
311 0.671422 -0.006875 0.483643
496 0.676737 0.211875 0.567935
274 0.819306 0.059798 0.636716
406 0.783479 0.014317 0.506115
506 0.721945 -0.065361 0.413057
80 0.740775 0.068157 0.254759
73 0.831095 0.361555 0.430763
534 0.567826 -0.071315 0.466979
113 0.795461 0.207359 0.580809
301 0.591908 0.316529 0.457458
268 0.695481 0.035178 0.478585
129 0.605728 0.154465 0.525303
280 0.585905 0.108749 0.563423
317 0.668504 0.224996 0.396457
313 0.795318 0.113765 0.317186
403 0.626432 -0.144437 0.537555
111 0.796964 -0.126694 0.543946
89 0.600157 -0.007726 0.327963
522 0.563514 -0.261879 0.437314
355 0.546686 0.139696 0.554869
484 0.770351 -0.039241 0.439540
78 0.752180 0.019091 0.503440
348 0.685910 0.106901 0.404313
63 0.847056 0.107639 0.431918
306 0.708969 -0.037340 0.359715
361 0.854242 0.068035 0.598062
135 0.676002 0.287407 0.630754
11 0.842096 0.046598 0.554973
433 0.508813 -0.006204 0.569031
99 0.578405 0.027404 0.449843
27 0.989886 0.020870 0.568811
494 0.619793 -0.384330 0.409339
104 0.805465 -0.018484 0.483476
171 0.709757 0.201136 0.644185
368 0.584401 0.116878 0.354000
435 0.799873 0.167936 0.487677
471 0.741801 -0.199777 0.395908
482 0.584877 0.050112 0.413955
304 0.841342 -0.036376 0.380218
329 0.733786 0.032695 0.559310
329 0.674162 -0.128963 0.715838
161 0.643326 -0.023176 0.675374
451 0.796812 0.040839 0.400203
116 0.585741 0.080627 0.513763
214 0.843543 0.166353 0.685290
131 0.814664 0.189427 0.538582
188 0.701355 0.014250 0.417166
120 0.666572 -0.010391 0.589091
150 0.737069 0.073631 0.289097
461 0.765853 0.088159 0.670345
467 0.742817 -0.043621 0.544996
397 0.835497 0.117675 0.476232
175 0.832073 0.096448 0.502316
65 0.585447 0.214704 0.638021
498 0.319130 0.216656 0.508211
298 0.762810 -0.097418 0.342335
248 0.693380 0.053059 0.212831
113 0.608896 -0.059749 0.364763
307 0.756363 -0.042217 0.545410
444 0.772748 0.240638 0.345454
145 0.819171 -0.107253 0.427352
176 0.823481 0.147150 0.439741
168 0.596939 0.147485 0.421548
46 0.828202 0.044390 0.500487
374 0.792227 0.110325 0.519368
341 0.627689 0.092176 0.560027
377 0.670557 0.054595 0.503034
134 0.859576 0.198579 0.304579
21 0.795054 0.143119 0.461338
119 0.660267 0.211674 0.394533
499 0.581503 0.225883 0.369406
105 0.801106 0.208297 0.473899
489 0.317196 -0.272515 0.559289
309 0.665296 0.078598 0.533831
534 0.500774 -0.146557 0.361633
29 0.693069 0.313233 0.604697
419 0.836807 0.162618 0.478348
412 0.495890 -0.158560 0.575311
484 0.617979 -0.150226 0.722683
534 0.617205 0.065155 0.673863
399 0.715574 0.121086 0.490305
458 0.526160 0.096287 0.595639
380 0.721182 -0.150147 0.571625
267 0.560422 0.047891 0.452140
102 0.681215 0.082133 0.440978
371 0.685577 0.149594 0.498717
383 0.833364 0.032288 0.310885
220 0.695071 -0.015739 0.423770
356 0.854846 0.192768 0.557529
525 0.859834 -0.055498 0.563007
72 0.884502 0.256161 0.403322
77 0.663875 0.174730 0.655651
242 0.647007 -0.059292 0.465081
476 0.681869 0.024285 0.468238
477 0.538840 -0.054741 0.534881
161 0.845780 0.080281 0.523253
520 0.725283 -0.103737 0.536234
463 0.746512 0.044801 0.477946
377 0.503855 0.114021 0.485438
228 0.833408 0.121550 0.644366
272 0.640193 0.040239 0.459380
483 0.577215 -0.065917 0.222995
434 0.674878 0.021227 0.426782
366 0.626529 -0.040921 0.306422
257 0.686091 -0.125950 0.445207
363 0.602393 -0.027725 0.360057
269 0.629782 0.090194 0.452578
56 0.673510 0.068846 0.550390
210 0.545664 0.224452 0.406554
5 0.742306 -0.054208 0.521514
496 0.817212 0.013860 0.436399
142 0.639490 0.004164 0.578713
205 0.585429 0.060337 0.474563
453 0.737629 0.119949 0.641368
250 0.679242 -0.018250 0.534905
177 0.826538 0.063558 0.516964
417 0.684549 0.178836 0.349523
200 0.851116 0.003303 0.442673
410 0.811960 0.215016 0.431665
280 0.757810 -0.016322 0.497205
442 0.673657 0.163984 0.486802
35 0.580292 0.048773 0.492300
520 0.562395 -0.191344 0.550545
417 0.783347 -0.012742 0.487009
267 0.637886 0.209212 0.427301
336 0.680047 0.017922 0.596115
496 0.525767 0.095018 0.462709
175 0.721637 0.243784 0.504294
481 0.714468 -0.241545 0.390222
539 0.726591 -0.066575 0.403668
47 0.742116 -0.153545 0.429324
223 0.916996 0.058116 0.602533
412 0.834883 0.059283 0.544865
506 0.892800 0.079219 0.493168
453 0.996660 -0.032825 0.582547
508 0.640712 0.031891 0.625380
66 0.552812 0.321521 0.367028
317 0.662876 0.021810 0.264723
66 0.667339 0.090747 0.323171
382 0.694313 -0.022034 0.483617
458 0.522752 0.060320 0.556927
513 0.799288 0.027372 0.657425
541 0.447915 -0.026687 0.362819
41 0.828459 0.068276 0.468667
167 0.564368 -0.142945 0.474698
42 0.617563 0.155124 0.424534
500 0.819615 0.023576 0.383100
91 0.734543 0.157369 0.471866
298 0.573256 0.054461 0.571532
470 0.840675 -0.161982 0.541043
492 0.503535 -0.150163 0.300448
149 0.744986 0.206402 0.400959
487 0.479533 -0.243897 0.455138
387 0.635611 0.246803 0.491810
330 0.873409 -0.064035 0.543781
219 0.780356 0.079653 0.515814
19 0.658951 0.023638 0.637600
24 0.794000 0.086685 0.421415
416 0.765139 0.041111 0.603484
323 0.879794 0.085808 0.677431
416 0.916727 0.120325 0.494747
237 0.626067 0.191112 0.709081
445 0.872606 0.199715 0.384372
220 0.721589 0.252332 0.577422
113 0.650546 -0.061024 0.502263
196 0.772757 0.093332 0.504524
66 0.675386 -0.009535 0.343290
250 0.743258 0.233104 0.376088
516 0.539345 -0.332086 0.475782
519 0.555543 -0.184353 0.429192
437 0.493391 0.254616 0.484032
363 0.791421 -0.013076 0.327340
234 0.562193 0.035134 0.387357
206 0.617091 0.109655 0.434319
349 0.810069 0.071688 0.457009
88 0.687303 0.242908 0.307351
308 0.545207 -0.001970 0.468544
484 0.627847 0.060962 0.339286
198 0.571815 -0.120099 0.359726
408 0.646634 0.145562 0.302077
273 0.818162 -0.022717 0.500602
263 0.578255 0.297069 0.445036
54 0.681065 -0.044973 0.632382
494 0.576327 -0.326860 0.409940
382 0.741397 0.143933 0.419942
487 0.447660 -0.304383 0.500292
344 0.749903 0.161493 0.496746
146 0.685846 0.327050 0.398975
21 0.788439 0.057290 0.522302
424 0.708185 -0.009296 0.396698
137 0.973838 0.162616 0.259983
374 0.548635 0.006814 0.346649
452 0.659768 0.150020 0.384853
520 0.653145 -0.163321 0.583718
326 0.572786 0.108215 0.396063
299 0.576398 0.157546 0.366186
387 0.739348 0.140983 0.442887
48 0.781161 -0.046878 0.340350
183 0.776389 0.039959 0.333561
191 0.632828 -0.001117 0.488723
355 0.564818 0.289353 0.288228
317 0.690421 0.156965 0.431328
82 0.602466 0.122792 0.506761
476 0.762560 -0.240376 0.436178
224 0.575339 -0.002145 0.441109
225 0.780639 0.132575 0.369824
440 0.768163 0.188147 0.547927
114 1.004153 0.027437 0.442788
305 0.720398 0.047445 0.333310
429 0.537087 0.036680 0.476385
264 0.649739 -0.041713 0.345662
391 0.618722 0.101840 0.405075
115 0.683687 -0.049586 0.420597
195 0.569039 0.160830 0.492095
10 0.677263 0.029804 0.578271
408 0.774210 0.094355 0.379590
259 0.563886 0.072991 0.418148
498 0.638135 0.004538 0.315385
42 0.886140 0.163654 0.397277
424 0.801332 0.219891 0.350008
10 0.646958 -0.042525 0.654623
530 0.508837 -0.187156 0.568913
439 0.683270 0.005572 0.468245
26 0.713824 0.047340 0.507246
37 0.682276 0.067536 0.588755
44 0.747520 -0.002321 0.381540
521 0.710317 -0.190295 0.537028
380 0.600021 -0.014158 0.470283
267 0.757237 -0.080564 0.489894
120 0.828051 0.022956 0.359114
420 0.696604 0.102985 0.559829
294 0.708011 0.081858 0.657277
276 0.717715 0.070857 0.636725
35 0.669326 0.117958 0.349622
211 0.793838 0.170574 0.355838
477 0.729846 0.102463 0.395502
354 0.684430 0.022218 0.381048
18 0.731405 0.065692 0.310079
263 0.539699 0.182702 0.335377
402 0.683888 0.049594 0.422038
74 0.744211 -0.049442 0.542719
538 0.659508 -0.174949 0.439490
96 0.802994 0.056032 0.478828
461 0.581507 -0.000090 0.510745
509 0.818416 0.003330 0.656273
163 0.793636 0.135233 0.551185
110 0.954501 0.194863 0.432238
409 0.607155 -0.030593 0.308434
397 0.781079 0.146582 0.644930
301 0.544533 0.046825 0.538261
84 0.736213 0.061059 0.442125
308 0.794842 0.030073 0.212230
236 0.802753 0.071946 0.489582
425 0.664709 0.135026 0.409427
527 0.917799 0.038373 0.721496
349 0.763379 0.047989 0.495658
373 0.498274 0.139325 0.438486
370 0.870152 0.091553 0.509794
375 0.768207 0.083919 0.535248
406 0.755280 -0.061124 0.605823
18 0.598484 0.311600 0.372979
251 0.568920 0.171259 0.407734
296 0.676389 -0.183464 0.323793
486 0.722857 -0.020689 0.302202
62 0.588815 0.025336 0.460087
368 0.658376 0.184171 0.557109
13 0.885282 -0.097694 0.497659
39 0.633787 -0.115518 0.433251
226 0.772299 0.050896 0.414433
468 0.667371 -0.043659 0.668096
20 0.639709 0.027854 0.499692
420 0.728338 0.222810 0.507746
55 0.790576 -0.026046 0.418951
159 0.641974 0.265263 0.467225
237 0.544447 -0.034228 0.533846
229 0.744829 -0.017793 0.470657
424 0.838194 0.229433 0.574790
234 0.761242 0.017922 0.550651
50 0.680790 0.019057 0.528547
80 0.781565 0.161130 0.360506
249 0.692841 -0.098097 0.414621
54 0.674433 0.039845 0.372903
329 0.672609 0.127605 0.551606
509 0.684258 0.013184 0.496908
514 0.953416 -0.147986 0.544546
404 0.861330 -0.054487 0.568186
506 0.822916 0.039755 0.629547
457 0.804208 -0.136307 0.694549
456 0.841663 -0.079177 0.515187
286 0.723992 0.009262 0.569848
323 0.796054 -0.156411 0.552506
359 0.787878 0.169369 0.600444
71 0.675736 0.211851 0.448657
34 0.651343 0.016182 0.309410
-0.298749 
-0.840817 
-0.492472 
0.661108 
-0.011530 
0.488828 
-0.516144 
-0.114466 
-0.615746 
1.809207 
-2.118280 
-0.808946 
2.409627 
0.280160 
-0.028182 
0.234262 
0.540243 
-0.127587 
-0.177421 
1.054255 
0.229681 
-1.294312 
0.322965 
0.661790 
-1.272409 
0.058086 
